author,text,likeCount,publishedAt
@DennyRIZKYNUGRAHA-xd3eg,Indonesia Vs  Banci,0,2024-10-26T13:53:17Z
@SamsiyaSamsiya-d5q,wasit sogoan yg haus dg harta semuga allah yg akan membalasnya amin......,0,2024-10-26T12:30:56Z
@ElisSadeli,Eneuk anjayyy,0,2024-10-26T06:10:08Z
@Raditpradipta-sy7qs,Itu kata fifa indonesia menang 2 1 karna wasit curraanggg,0,2024-10-26T05:00:41Z
@ghofirohmardiyah9620,"Pertandingan sudah berlalu, ketika menonton lagi di hari ini, dibenak saya tetap kenapa tidak cek var gol kedua Bahrain. Kenapa sit .... Wasit agak laen",0,2024-10-25T00:22:31Z
@viaVio-v4j,90+6=99,0,2024-10-24T13:42:04Z
@PrayogaArdiyansah-rr6zw,"Semangat timnas Indonesia ku saya yakin kamu bisa,, doa saya menyertsimu",1,2024-10-24T09:06:37Z
@PrayogaArdiyansah-rr6zw,"Botak bikin gaduh,,",0,2024-10-24T09:05:08Z
@agunghandoko8601,90+6=99😂😂😂😂,0,2024-10-24T06:34:57Z
@agunghandoko8601,WASIT 🟥,0,2024-10-24T06:33:16Z
@ayilegam295,Wasit nya curang banget,0,2024-10-24T03:12:22Z
@BotSajah,Loh jelas bola di tengah 2 x keluar 2x menit pun udah 97 lebih,0,2024-10-23T12:57:59Z
@AbangSumi,Botakk,0,2024-10-23T11:44:22Z
@Aswin505,Luk wasit,0,2024-10-23T11:28:06Z
@Sahlan2024,90+6sama dengan 99,0,2024-10-23T01:07:10Z
@CaturSudarianto,"Babi wasit nya penambahan  watunya +6 masa sampai +menit belum di bunyikan peluik panjang nya,,,sangat curang",0,2024-10-23T00:11:09Z
@PatihAndrian,Buset pantes netizen indo ngamuk ngamuk ternyata kita di curngi padahal kalu ga curang mungkin kita masuk piala dunia bikin netizen indo geram ini 90+6=100,0,2024-10-22T16:00:42Z
@Zetgameindo21,Wasit nya g bisa hitung hitung plus g liat waktu😂😂😂,0,2024-10-22T13:19:24Z
@fc-jk7xj,Gaj bener tu wasit masa indonesia mau cetak gol malah penalti,1,2024-10-22T12:10:13Z
@AriSekdeng,Wasit anjimggggggggggggggggggggg,0,2024-10-22T11:58:05Z
@Sumitro-wf2fv,Wasit ini memang  cari  masalah,0,2024-10-22T10:22:22Z
@MuhammadSaid-d3k,Wasit anjiang,0,2024-10-22T07:48:18Z
@adenAja-td5sn,Wasit oon,0,2024-10-22T07:32:39Z
@HeiMiyaCo_,Terus kalau seri gini emang Indonesia sdh dipastikan gk lolos piala dunia ya kak?,0,2024-10-22T05:30:25Z
@aristuasikal8552,Semoga mendapatkan hidayah untuk wasitnya agar mau klarifikasi kejadian pertambahan waktu 🥺,0,2024-10-21T21:28:59Z
@minleta3579,"menit 97 bola sudah keluar, seharus nya sudah FT",0,2024-10-21T15:58:27Z
@Samsuri-gx6ne,Wasit nya masih belajar matematika udah selesai belum di prit setelah bahrain mencetak gool malah si prit si botak botak 😮‍💨,0,2024-10-21T15:48:39Z
@Devan-dq9vl,Wasit ba B1 yaelah,0,2024-10-21T14:36:23Z
@benhasidoan567,Wasit haram jadah...,0,2024-10-21T13:26:57Z
@rahmanurindah5782,90+6=99,0,2024-10-21T11:44:16Z
@rahmanurindah5782,Udah gede ga bisa MTK. 😂😂,0,2024-10-21T11:43:45Z
@jonvczgaming1114,Boloho wasit na🗿,0,2024-10-21T09:53:09Z
@Evo_guys_2024,Ada Kecurangan 90+6=99,0,2024-10-21T08:50:44Z
@SatiyoPenjahit,90+6=99,0,2024-10-21T07:46:31Z
@namiiirah3380,6:55,0,2024-10-21T06:23:13Z
@mhays8721,Bungul wasitnya,0,2024-10-20T23:48:06Z
@fira.nurriya,"udah berkali kali liat ini, tetep aja sedih, kesel jadi satu😢 bahkan semakin diliat semakin sedih😭 nyebelin banget wasit nya astaghfirullah",3,2024-10-20T15:52:42Z
@dimasanggara1329,Berapa 99 + 6,0,2024-10-20T10:52:01Z
@HijrahIslamiah-q4f,90+6=99😂😂 maluuu nya sampai ke ujung rambut,0,2024-10-20T07:57:32Z
@MuhammadLutfiSiddik,ganti wasit hitam itu,1,2024-10-20T07:27:59Z
@syauqi-amin,Sebenarnya 90+6 ITU berapa sih mohon di bales,0,2024-10-20T06:27:51Z
@syauqi-amin,Harusnya timnas Indonesia yang menang knp seri,0,2024-10-20T06:18:17Z
@syauqi-amin,Harusnya di menit 96 ITU sudah selesai pertandingannya,0,2024-10-20T06:17:18Z
@gibran-hy1sd,2-2,0,2024-10-20T03:12:24Z
@Reyhan-f2x,Wasitnya curang,0,2024-10-20T02:34:59Z
@rekaalfiansyah5391,Wasitnya nggak punya jam,0,2024-10-20T02:13:59Z
@RahmadReno-yz3de,"Percaya ajah kita rakyat Indonesia   di balik ini semua pasti ada hikmah yg indah buat kita negara gila bola,, dan buat wasit senadainya dia bnar2 curang dia pasti kena batunya kena karmanya pepatah bikang hukum karma berlaku , tetap dukung timnas kita apa pun hasil nya 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨💪💪💪💪💪💪💪⚽🇲🇨🇲🇨🇲🇨🇲🇨Indonesia jaya❤❤",0,2024-10-19T20:04:37Z
@RafipShaquel,90+6=99,0,2024-10-19T14:54:45Z
@m.maulidhidayat8372,"tidak ada yang harus di banggakan pada TIMNAS  IMPOR,,, superter lokal hahahahaha",0,2024-10-19T14:48:12Z
@MuhammadRifki123-r1q,Nomor oratmangon pun 11 di menit 47,1,2024-10-19T12:34:56Z
@muhamadrio4934,90+6 100,0,2024-10-19T11:51:28Z
@setrirambu4146,Menyala Garudaku 🔥🙏🇮🇩,0,2024-10-19T11:39:12Z
@kucingmeow1002,Sepertinya orang dalam dari Negara sebut bentar lagi Jadi Wanted Pembunuhan..,0,2024-10-19T07:32:35Z
@sdmbj_ks_sukardicarlos6428,wasit tidak bisa ngitung,0,2024-10-19T07:21:40Z
@balanganexplore5131,Pelajaran baru 90 +6 = 99,0,2024-10-19T06:30:57Z
@AbdulWahidS-kp3ef,Nonton ulang lg👍🤣,0,2024-10-19T04:42:58Z
@KEVIN.ASKA.FADLYWAN,..,0,2024-10-19T04:40:32Z
@dhhdbb3923,90 + 6 = 9 wasit pintarr,0,2024-10-19T04:05:26Z
@AgungDarmawan-e8q,"Ushoduruu hjofz. Bjkk
Tizitururuui hjtttopzopriop
Tituuiobbuitzttiop",0,2024-10-18T15:04:17Z
@AgungDarmawan-e8q,"Wjkririruuiruo jooigguoz
Turuu bjjkhkigii. Hjkgihiui hjhh
Rzturrrrrruotirzeiorirzfz bn",0,2024-10-18T15:01:54Z
@AgungDarmawan-e8q,"Wuidueuruezu urrrrtzbjutui 
Gitututuh hiziui hkoii. Hii
Tutzztzotuipotitoriruoourr
Rizizirituorirrrrtoooo bjo",0,2024-10-18T14:57:37Z
@Ahmadmuja5,Wasit IQ 00,0,2024-10-18T14:56:04Z
@AgungDarmawan-e8q,"Aoieuruii bitiritituiifutz bi
Zidududuibhuuzututiiruu. UI
Titudueururuivvuitiivbiiitu hi
Rudueururzzufiduzufuzuiizj
Rzrttffhi vvuiziizufu hi",0,2024-10-18T14:54:29Z
@AgungDarmawan-e8q,"Whuerzooh biootuko. Jk
Ruruwzioirrrrtu hioofuiooru
Ruezrrrrfz jiotui jiorurerti
Tuterreerfi jkuotitibuioo jo",0,2024-10-18T14:51:45Z
@GeminiPonsel-ym1rc,"smga bsa lolos timnas. jkapun d posision msh krng, operan bla lmbung msh agak kurng akurat. nmun sjauh ini sdh lwar byasa",0,2024-10-18T13:42:59Z
@agamjamalludin9203,Kunco pake hp Nokia 6600 nokia 3650 buatan jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa milik jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kunci pke aemua bintang ⭐ Akabri tentara polisi militer bintang ⭐ Akabri ayat kursi milik jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim,0,2024-10-18T12:12:20Z
@agamjamalludin9203,Matikan semua android Vivo y15 android powered by kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa buatan jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa sebanyak 70 1 666677788990000 trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan matikan semua dgn hp Nokia 6600 nokia 3650 buatan jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa milik jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa buatan jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim masukan dlm surga kemangi kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim,0,2024-10-18T12:11:06Z
@agamjamalludin9203,Kunci pangkat tertingginya di akabri polisi irlandia barnabas ar Rahman kunci di pangkat bintang ⭐ 3 todak bisa naok lagi kubco pake android Vivo y15 android powered by kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa milik jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa semua bintang akabri polisi irlandia ar Rahman Barnabas di bawah pangkat ipda diklat sipss perwira karier polisi negara Malaysia kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa milik jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim masukan dlm surga kemangi kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kunci pke android Vivo y15 android powered by kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa milik jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa buatan jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim masukan dlm surga kemangi kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim,0,2024-10-18T12:08:38Z
@agamjamalludin9203,Masukan dalam mata batin malaikat Jibril nabi isya Al-Masih kasih pangkat bintang ⭐ 700 ribu air tempur sungai Gangga Tuban kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa masukan bintang ⭐ 700 ribu kirim ke net tv kirim masukan dlm surga kemangi kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim masukan dlm surga kemangi kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim,0,2024-10-18T12:05:54Z
@agamjamalludin9203,Masukan dalam mata batin jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa malaikat Jibril nabi isya Al-Masih kasih pangkat bintang ⭐ 700 ribu kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa milik jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim masukan dlm surga kemangi kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim,0,2024-10-18T12:04:25Z
@agamjamalludin9203,Kunci pke android Vivo y15 android powered by kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa milik jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa buatan jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim masukan dlm surga kemangi kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim,0,2024-10-18T12:02:01Z
@agamjamalludin9203,Masukan dalam hatinya kedua otaknya semya pita didalam hatinya setiap yg bukan abdi keraton satria Piningit Jawa Tengah Indonesia politik kuda hitamnya kerajaan Malaysia dibumi ini masukan silet merk Noah kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa milik jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa sebanyak 70 1 6666667788999900000099988 trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan trilyunan kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa milik jenderal bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa masukan dalam surga kemangi kasih pangkat bintang ⭐ Akabri Jupiter MX Muhamad nasip khalipa kirim ke net tv kirim,0,2024-10-18T12:01:12Z
@nurkhakim8184,"Mereka malu gak sih, ""menang"" dengan cara ini,, 😂😂😂😂",0,2024-10-18T12:00:27Z
@rafafaiz3589,Ahmed Al jaf wasit yan curang 90+6=99😂😂😂😂😂😂,0,2024-10-18T11:02:02Z
@ElinLumatalale,We botak biadap,0,2024-10-18T10:51:17Z
@RastemWardi,Wasit polontos,0,2024-10-18T09:03:14Z
@YuhYuh-i6g,🐷🐷🐷🐷🐽🐽🐽,0,2024-10-18T07:52:22Z
@yudabaskoro-i5d,90+6=99 wkwkwk,0,2024-10-18T06:35:46Z
@vensytpml3264,"Besok dkandang bantaii .wajib 
Smagat timnasku garudaku 😘😘",0,2024-10-18T05:18:12Z
@agunggutama5802,wasit kasih sangsi aj itu,0,2024-10-18T04:53:11Z
@MarzuqiMirsya,Apa 90+6      100,0,2024-10-18T04:46:38Z
@MarzuqiMirsya,Apa 90+6      100,0,2024-10-18T04:46:38Z
@agunggutama5802,Cemen ......,0,2024-10-18T04:41:02Z
@er7cnl230,Maksain banget,0,2024-10-18T04:00:10Z
@warasmotor1417,Kemenangan di depan mata. kecurangan dari wasit mengakibatkan Indonesia seri 2 2 tapi gpp berjuang lagi Indonesia terus semangat dan pantang menyerah❤❤❤❤,0,2024-10-18T03:40:57Z
@Samiri-tp4co,greget banget liat nya ada yg bocor ituu siapaa😢,1,2024-10-18T02:33:15Z
@SyahrilAndihhamid,Algu indiya,0,2024-10-18T00:50:22Z
@IkhsanMuardiansyah,Pr pemain Bahrain nanti main di JKT sikat abis bila perlu buat Fatah kaki nya biar tahu mereka balasan pura2 cedera,0,2024-10-18T00:00:37Z
@antonirvana8252,"Pasang pemain yg bnr dibutuhkan jgn pasang pemain hnya karena sudah mengenal dan mendaratisir,ini bkn film drama tpi meyakinkan tim ini bs selevel dgn tim dunia,",0,2024-10-17T21:53:08Z
@GrastaTv-vj9up,wasit 4nj1n9,0,2024-10-17T17:42:42Z
@nasrulchanel5938,Kenapa pas lawan China ga ambil yang ini yang sudah kokoh pertahanannya,0,2024-10-17T17:01:34Z
@Wawan011-c8r,Mental tahuvbbb,0,2024-10-17T14:50:53Z
@andrelestari9198,Wasit ga adil tambah waktu udah lewat itu 😂,0,2024-10-17T14:42:30Z
@lintas_leuwiliang,90+6=100??,1,2024-10-17T14:34:30Z
@arsyaWijaya-z2k,tim sinetron vs timnas indonosia ...,0,2024-10-17T14:27:20Z
@FREEFIRE-g7k8x,Woi kok 90+6=99++++sampe seri,0,2024-10-17T13:23:55Z
@liriksini5478,Menit ke 100😂 buyarrr,0,2024-10-17T13:14:31Z
@alfaruk2180,"Cinta dan bela tanah air itu sudah semestinya. Tapi berlebihan juga tidaklah baik. Kita ga bisa terlalu banyak protes karena ada aturan yg sudah ditetapkan. Dan tidak ada aturan yg dilanggar oleh wasit. Dalam kasus ini, wasit tidak boleh mengurangi add time, tapi wasit boleh menambah add time asbab beberapa hal, seperti mengulur2 waktu melalui pergantian pemain, trow in, penjaga gawang sengaja memegang bola terlalu lama.",0,2024-10-17T13:03:06Z
@kaumlucu,STY MINIM TAKTIK,1,2024-10-17T12:51:39Z
@RamliRidho-qm6ir,Wasit glbk,0,2024-10-17T12:44:59Z
@Prenafaa,Apalah botak,0,2024-10-17T12:23:48Z
@Annisa_gamingYT,Wasit aneh,0,2024-10-17T12:05:12Z
@erikshaputra3285,Parah moyet wasit udah keluwat waktu  masih disahkan,0,2024-10-17T11:59:03Z
@hendrikcj,Balas nanti di Kandang sendiri.Indonesia pasti Bisa menang ❤❤❤❤,0,2024-10-17T11:11:41Z
@hdyt_alfathh,sekalinya idn goll langsung gk mau kalah si bhr nya jadi nya wasit curang😭,0,2024-10-17T09:41:34Z
@GedangGoreng-d3l,apalah,0,2024-10-17T08:35:38Z
@YogiSaputra-ij1qm,WASIT NA ORANG GILA😢,0,2024-10-17T07:10:32Z
@Fauzirafif-j5t,90+6=99,0,2024-10-17T06:05:22Z
@ABDI233,96+6=99,0,2024-10-17T05:41:40Z
@kevinsucipto8675,Afc mafia dan bahrain mafia,0,2024-10-17T05:25:53Z
@FarqanElvharizzy,90+6 berapa ayoo 🗿🗿,0,2024-10-17T04:10:09Z
@Sutrisno-ow6fe,Timnas Indonesia jangan sampai kalah harus menang   paling gak  .2. gol  untuk Indonesia,0,2024-10-17T03:44:37Z
@Sutrisno-ow6fe,Timnas Indonesia jangan sampai kalah harus menang   paling gak  .2. gol  untuk Indonesia,0,2024-10-17T03:44:29Z
@gunawanjankunk4549,"If Bahrain is a coward, just withdraw from qualifying for the World Cup. If you're afraid of going to Indonesia, that's proof that you won with the help of the referee.

￼",0,2024-10-17T02:36:41Z
@KacangGame,😊😊😊😊o,0,2024-10-17T01:59:11Z
@Bambang-r2g,90+6=100😊,0,2024-10-16T22:16:22Z
@GoretiWinarsi,Kesalahan terbesar FIFA dan AFC adalah menugaskan asu untuk jd wasit timnas vs Bahrain...,0,2024-10-16T15:39:01Z
@AFZRizki,90+6=99,0,2024-10-16T15:33:54Z
@suwartisuwarti9822,😅😅ll😅😅😅. Hu hu,0,2024-10-16T15:07:15Z
@OppoA38-n7v,Mntp,0,2024-10-16T13:17:09Z
@zeinahmad3093,"Wasit, itu tertulis 90 menit dan tambahan waktu 6 menit, kenapa di menit ke 96 tidak tiupkan peluit

Masa 90 + 6 =99 wasit😩",0,2024-10-16T13:12:01Z
@sunarto8256,Itu menitnya kok 90+6 kok 99 kan harusnya 96 pluitnya udah di tiup dasar botak🤬🤬🤬😡😡😡😡😡😡😡😤😠,0,2024-10-16T12:22:38Z
@ButtuLepong,"sebaiknya berikan shok terapi, jangan mentang2 kita puja2 baru kemudian mengabaikan mimpi kita. agar tdk main2 dalam mengatur pemain, pertaruhannya terlalu riskan laga krusial benar2 menghilangkan harapan 280 jt rakyt indonesia, dan itu bukan main2. buat apa PSSI capek2 ngurus naturalisasi klo tdk digunakan secara maksimal. apakah merekah hanya dijadikan pajangan. benar2 blunder akibat terlalu kepedean.",0,2024-10-16T11:50:58Z
@calvinejusuf6861,Curang 😮😮😮😮😮😮,0,2024-10-16T10:35:21Z
@propertykediri6722,Mafia bal pairen,0,2024-10-16T08:07:56Z
@budi1158,Botak,0,2024-10-16T07:01:15Z
@bangzay-h3r,Apakah semua ini ada hubungannya dengan judol,0,2024-10-16T06:47:26Z
@nadilnafis-um6cm,wasit curang,0,2024-10-16T04:31:07Z
@Coldmannnn,"Banyakin latihan dribble sama passing dulu, khususnya buat WITAN, kyk bocah baru naik squad SSB aja, klo dia main serasa malas ngelihatnya😂",0,2024-10-16T04:30:47Z
@crewkameramen8307,Kemaren kayak e ada yg nangkep wasit itu pake karung😊,0,2024-10-16T03:24:23Z
@agusmujiono5939,Gimana nih wasit nya😅,1,2024-10-16T03:08:12Z
@azzuraheavenly,Wasit yaman?? 😂,0,2024-10-15T23:02:21Z
@ranggadwifalera3833,SATU KATA BUAT WASIT INI,0,2024-10-15T22:41:29Z
@Supriadii-v5l,Waset babi😮,0,2024-10-15T20:57:40Z
@antipki5178,INDONESIA MENANG..?  HARAM HUKUMNYA.....,0,2024-10-15T20:49:51Z
@your_twilight,Jidat item = jahiliyah,0,2024-10-15T20:35:09Z
@WargaKonoha-ei2hq,Saya lapar,0,2024-10-15T18:27:56Z
